aroma,body,flavor,roast_level,origin,est_price,rating
9.0,8.0,9.0,Light,"Hōlualoa, North Kona growing region, Hawai’i Island, Hawai’i",$50.00/4 ounces,94.0
9.0,8.0,9.0,Light,"Huila Department, Colombia",NT $225/100 grams,93.0
9.0,9.0,9.0,Medium-Light,Guatemala; Ethiopia,$18.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"jimma growing region, Oromia State, Ethiopia",$21.95/12 ounces,94.0
9.0,9.0,9.0,Light,"Pichincha Province, Ecuador",$15.95/12 ounces,93.0
9.0,8.0,9.0,Light,"Worka Chelbessa, Gedeb, Ethiopia",NT $600/200 grams,93.0
8.0,8.0,9.0,Medium-Light,"Muranga’a, Embu County, Kenya",$35.00/12 ounces,92.0
9.0,9.0,9.0,Light,"Jinotega Department, Nicaragua",$35.00/12 ounces,92.0
9.0,9.0,10.0,Medium-Light,"Nyeri growing region, south-central Kenya",$25.00/12 ounces,96.0
9.0,8.0,9.0,Light,"Gedeo, Yirgacheffe growing region, south-central Ethiopia",NT $329/8 ounces,93.0
9.0,9.0,9.0,Light,"Yirgacheffe growing region, south-central Ethiopia",NT $469/8 ounces,94.0
8.0,8.0,9.0,,Papua New Guinea,$13.99/10 pods,90.0
9.0,8.0,9.0,Medium-Light,Colombia; Guatemala; Brazil,$17.95/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,Papua New Guinea,$16.95/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,Colombia,$14.95/12 ounces,93.0
9.0,9.0,9.0,Light,Ethiopia,$14.95/12 ounces,94.0
9.0,9.0,9.0,Light,"Huila Department, Colombia",$30.00/10 ounces,94.0
9.0,9.0,9.0,Light,"Yirgacheffe growing region, south-central Ethiopia",$25.00/12 ounces,93.0
8.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$25.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Ruvuma, Mbinga, Tanzania",$23.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Aceh Province, Sumatra, Indonesia",$22.00/8 ounces,94.0
9.0,8.0,9.0,Light,"Tarrazu, San Jose, Costa Rica",NT $300/8 ounces,93.0
9.0,8.0,9.0,Light,"Yirgacheffe growing region, Ethiopia; Mandheling growing region, Sumatra, Indonesia",$16.50/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Yemen; Kintamani Highlands, Bali, Indonesia; Colombia",$24.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Ethiopia; Sumatra, Indonesia",NT $430/227 grams,93.0
9.0,9.0,9.0,Light,"Guji Zone, Ethiopia; Aceh Province, Sumatra, Indonesia",$24.50/12 ounces,94.0
9.0,9.0,9.0,Light,"The Philippines; Gedeo Zone, Ethiopia; Tolima Department, Colombia",$30.00/12 ounces,94.0
9.0,9.0,10.0,Light,"Jaramillo, Boquete growing region, Panama",NT $1380/100 grams,96.0
8.0,9.0,9.0,Medium,Not disclosed,$14.95/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Muranga’a, Embu County, Kenya",$35.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Jinotega Department, Nicaragua",$35.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Werka, Refisa Kebele, Nensebo District, West Arsi, Oromia, southern Ethiopia",$22.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Armenia, Quindio Department, Colombia",$32.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Armenia, Quindio Department, Colombia",$32.00/12 ounces,95.0
9.0,8.0,9.0,Medium-Light,"Aceh Province, Sumatra, Indonesia",$23.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Kokose, Bensa, Sidamo growing region, southern Ethiopia",$20.00/10.9 ounces,94.0
9.0,9.0,9.0,Light,"Dhibabate, Hambela Wamena, Guji Zone, Ethiopia",$23.00/10.9 ounces,95.0
9.0,9.0,9.0,Medium-Light,Ethiopia; Kenya; Costa Rica,NT $700/227 grams,94.0
9.0,9.0,9.0,Medium-Light,"Baoshan, Yunnan, China",RMB 469/100 grams,93.0
9.0,9.0,9.0,Light,"Kiambu growing region, south-central Kenya",NT $529/8 ounces,94.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",NT $439/8 ounces,94.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",NT $439/8 ounces,95.0
10.0,9.0,10.0,Light,"Cañas Verdes, Boquete, Panama",$170/120 grams,97.0
9.0,9.0,9.0,Medium-Light,"Rivas District, Chirripo Region, Costa Rica",$21.50/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Bolokan Valley, Tana Toraja Regency, Sulawesi, Indonesia",$29.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Huila Department, Colombia",$24.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Santa Rosa Department, Guatemala",$32.00/11 ounces,93.0
9.0,8.0,9.0,Light,Ethiopia,$19.00/12 ounces,93.0
8.0,8.0,9.0,Medium,"Chiapas State, Mexico",$26.50/12 ounces,90.0
8.0,8.0,9.0,Medium,"Chiapas State, Mexico",$27.95/12 ounces,91.0
9.0,9.0,9.0,Light,Ethiopia; Colombia,NT $350/200 grams,93.0
9.0,8.0,9.0,Light,"Yirgacheffe growing region, south-central Ethiopia",NT $380/200 grams,94.0
9.0,9.0,9.0,Light,Ethiopia,NT $700/455 grams,94.0
9.0,9.0,9.0,Medium-Light,Ethiopia; Kenya; Guatemala; Colombia,NT $650/455 grams,94.0
9.0,9.0,9.0,Light,"Nyeri growing region, south-central Kenya",NT $340/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Cusco, Peru",NT $300/4 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Mount Kerinci Highlands, Sumatra, Indonesia",$15.00/8 ounces,93.0
9.0,8.0,9.0,Light,Colombia; Rwanda,$15.00/8 ounces,93.0
8.0,9.0,9.0,Medium-Light,"Indragiri Village, Bandung, West Java, Indonesia",$14.00/8 ounces,93.0
,8.0,9.0,Light,"Yirgacheffe growing region, south-central Ethiopia",$24.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"lanadas, Rio Blanco, and Chaparral, Tolima, Colombia",$22.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Kiambu growing region, south-central Kenya",NT $250/100 grams,94.0
9.0,9.0,9.0,Light,"Caicedonia, Valle del Cauca Department, Colombia",$30.00/8 ounces,95.0
9.0,9.0,10.0,Light,"Pijao, Quindio Department, Colombia",$33.00/8 ounces,96.0
9.0,8.0,9.0,Light,"Bolokan Valley, Tana Toraja Regency, Sulawesi, Indonesia",$25.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Sama, Ana Sora District, Oromia Region, Ethiopia",$25.00/12 ounces,93.0
,,,,,,
9.0,9.0,9.0,Light,"Armenia, Quindio Department, Colombia",$31.00/12 ounces,94.0
8.0,8.0,9.0,Medium-Light,"Sandy Bay Valley, St. Helena",£75.00/125 grams,91.0
9.0,8.0,9.0,Medium-Light,"Huatusco, Veracruz, Mexico",$21.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Caicendonia, Valle Del Cauca, Cauca Department, Colombia",$30.00/8 ounces,95.0
9.0,9.0,10.0,Medium-Light,"Piendamo, Cauca Department, Colombia",$33.00/8 ouces,96.0
9.0,9.0,9.0,Medium-Light,"Ngozi Province, Burundi",$26.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,Ethiopia; Kenya; Rwanda,$21.00/12 ounces,95.0
9.0,9.0,10.0,Light,"Sidamo growing region, southern Ethiopia",$25.00/12 ounces,96.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia Region, Southern Ethiopia",NT $400/8 ounces,94.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",NT $400/8 ounces,94.0
9.0,9.0,9.0,Light,"Gedeb District, Gedeo Zone, southern Ethiopia",NT $400/8 ounces,95.0
9.0,8.0,9.0,Medium,"Chanchamayo and Satipo, Junín, Peru",$20.00/12 ounces,91.0
9.0,8.0,9.0,Medium,Not disclosed,$14.95/12 ounces,91.0
9.0,9.0,9.0,Medium-Light,South America; Central America,$14.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Huila Department, Colombia",$21.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$16.95/12 ounces,94.0
9.0,8.0,9.0,Light,"Guji Zone, Oromia region, southern Ethiopia",NT $550/225 grams,93.0
9.0,8.0,9.0,Medium-Light,Colombia; Brazil; Ethiopia,NT $360/225 grams,93.0
9.0,9.0,9.0,Medium-Light,Costa Rica; Nicaragua; Guatemala,$15.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Huila Department, Colombia",$32.00/12 ounces,95.0
9.0,8.0,9.0,Light,"Djimma Limu, Oromia Region, southern Ethiopia",NT $670/227 grams,94.0
9.0,9.0,9.0,Light,"Nensebo District, West Arsi, Oromia, southern Ethiopia",NT $580/227 grams,94.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",NT $550/227 grams,95.0
9.0,9.0,10.0,Light,"Guji Zone, Oromia region, southern Ethiopia",NT $670/227 grams,96.0
9.0,9.0,9.0,Medium-Light,Not disclosed,$22.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Bababudangiri, Western Ghats, India",$23.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Saraguro, Loja, Ecuador",$40.00/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,Panama; Ethiopia; Colombia,$10.00/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,Ethiopia; Rwanda,$13.00/8 ounces,95.0
9.0,8.0,9.0,Medium-Light,Panama; Ethiopia; Colombia,$10.00/8 ounces,93.0
9.0,9.0,9.0,Medium,Ethiopia; Guatemala,$10.00/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Musula, Marcala, La Paz Department, Honduras",$22.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Leye Village, Alishan Township, Chia-yi County, Taiwan",NT $1300/114 grams,94.0
9.0,9.0,9.0,Light,"Leye Village, Alishan Township, Chia-yi County, Taiwan",NT $1300/114 grams,94.0
9.0,9.0,9.0,Light,"Ruili, Meishan Township, Chia-yi County, Taiwan",NT $1300/8 ounces,94.0
9.0,9.0,9.0,Light,"Northern Province, Zambia",$22.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Imbabura, Ecuador",$38.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",$22.00/12 ounces,94.0
9.0,9.0,9.0,Medium,"Antioquia, Quindio Department, Colombia",$22.00/12 ounces,95.0
9.0,9.0,10.0,Light,"Quindio Department, Colombia",$55.99/12 ounces,96.0
9.0,8.0,9.0,Medium-Light,"Utuado, Puerto Rico",$30.00/8 ounces,92.0
8.0,8.0,9.0,Medium-Light,Colombia; Brazil; Mexico,$23.60/1 kilogram,92.0
9.0,8.0,9.0,Medium-Light,Mexico; Ethiopia; Brazil,$23.60/1 kilogram,93.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia region, southern Ethiopia",NT $790/8 ounces,94.0
8.0,8.0,8.0,Medium-Light,"Huila Department, Colombia",$24.00/12 ounces,90.0
8.0,8.0,9.0,Medium-Light,"Huila Department, Colombia",$24.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Huila Department, Colombia",$24.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Huila Department, Colombia",$24.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"La Libertad, Huehuetenango Department, Guatemala",$18.00/150 grams,95.0
8.0,9.0,9.0,Medium-Light,"Sumbul Province, North Sumatra, Indonesia",$18.00/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Chalchuapa, Santa Ana Department, El Salvador",$18.00/12 ounces,93.0
7.0,7.0,7.0,Very Dark,Not disclosed,$15.99/12 ounces,84.0
8.0,7.0,7.0,Light,"Lam Dong Province, Central Highlands, Vietnam",$16.00/12 ounces,85.0
8.0,8.0,7.0,Light,South India,$15.00/12 ounces,86.0
8.0,8.0,7.0,Medium,"Batangas Province, Philippines; Quang Tri Province, Vietnam",$20.00/12 ounces,86.0
8.0,7.0,7.0,Medium-Light,"Lam Dong Province, Central Highlands, Vietnam",$16.00/12 ounces,86.0
8.0,7.0,7.0,Dark,Not disclosed,$18.00/12 ounces,87.0
8.0,8.0,8.0,Light,"Simpang Renggam, Johor State, Malaysia",RM65/200 grams,88.0
8.0,7.0,8.0,Medium,Uganda,$15.00/4 ounces,88.0
9.0,8.0,8.0,Medium-Light,"Alishan growing region, central Taiwan",NT $680/8 ounces,91.0
9.0,8.0,9.0,Light,"Simpang Renggam, Johor State, Malaysia",RM85/80 grams,92.0
9.0,9.0,9.0,Medium-Light,"Huila Department, Colombia",NT $550/200 grams,93.0
9.0,9.0,9.0,Medium-Light,"Huila Department, Colombia",NT $550/200 grams,94.0
9.0,9.0,9.0,Medium-Light,"Aceh Province, Sumatra, Indonesia",$16.95/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Murang'a County, central Kenya",$24.00/12 ounces,95.0
9.0,9.0,9.0,Light,"Nyeri growing region, south-central Kenya",$28.00/12 ounces,94.0
8.0,8.0,9.0,Medium,Colombia; Sumatra; Papua New Guinea,$19.00/12 ounces,91.0
8.0,8.0,9.0,Light,"Nyeri growing region, south-central Kenya",$19.00/250 grams,92.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $320/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $350/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Huila Department, Colombia",NT $450/4 ounces,95.0
9.0,9.0,10.0,Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $350/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Sabanilla de Alajuela growing region, Costa Rica",$19.95/12 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Rwenzori, Uganda",$23.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Cajamarca Department, Peru",$23.00/12 ounces,93.0
9.0,8.0,9.0,Medium,"Ka’u growing region, Hawai’i Island, Hawai’i",$20.00/4 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Kona growing region, Hawai’i Island, Hawai’i",$25.00/4 ounces,94.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia Region, Ethiopia",$24.00/12 ounces,94.0
9.0,9.0,9.0,Medium,"Kona growing region, Hawai’i Island, Hawai’i",$22.00/4 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Buesaco, Nariño Department, Colombia",$25.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Northern Province, Zambia",$23.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",$24.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Vilcabamba, Loja, Ecuador",$40.00/4 ounces,94.0
9.0,9.0,9.0,Light,"Quindio Department, Colombia",$24.99/8 ounces,92.0
9.0,8.0,9.0,Light,"Huila Department, Colombia",$22.99/8 ounces,92.0
9.0,8.0,9.0,Light,"Quindio Department, Colombia",$22.99/8 ounces,93.0
9.0,9.0,9.0,Light,"Quindio Department, Colombia",$22.99/8 ounces,94.0
9.0,9.0,9.0,Light,"Quindio Department, Colombia",$29.99/8 ounces,94.0
,9.0,9.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$19.99/16 ounces,92.0
9.0,9.0,10.0,Medium-Light,"Kihoya, Mathioya District, Murang’a County, Kenya",$19.00/12 ounces,96.0
9.0,8.0,9.0,Very Dark,Central America; South America,$39.99/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Cyiya Village, Nyamasheke District, Western Province, Rwanda",$21.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Huehuetenango Department, Guatemala",$21.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Toraja growing region, south-central Sulawesi, Indonesia",$23.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Quindio Department, Colombia",$29.00/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Huye District, Rwanda",$24.50/12 ounces,93.0
,9.0,9.0,Medium-Light,"Jinotega Department, Nicaragua",$24.50/12 ounces,93.0
9.0,9.0,9.0,Medium,"Guji Zone, Oromia region, southern Ethiopia",NT $600/226 grams,94.0
8.0,8.0,9.0,Medium-Light,"Ruili Village, Meishan Township, Alishan, Chiayi County, Taiwan","NT $1,200/8 ounces",91.0
9.0,9.0,9.0,Light,"Piendamo, Cauca Department, Colombia",$26.00/8 ounces,95.0
9.0,9.0,9.0,Light,"Caicendonia, Valle Del Cauca, Cauca Department, Colombia",$27.00/8 ounces,95.0
8.0,8.0,8.0,Medium,"Huila Department, Colombia",$17.00/250 grams,90.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $330/8 ounces,93.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",NT $330/8 ounces,94.0
9.0,8.0,9.0,Light,"Yunlin, Taiwan",NT $450/4 ounces,93.0
9.0,9.0,9.0,Light,"Yunlin, Taiwan",NT $420/4 ounces,93.0
9.0,8.0,9.0,Medium-Light,Colombia; Ethiopia,$30.00/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Yunlin, Taiwan",NT $550/4 ounces,93.0
9.0,8.0,9.0,Medium-Light,Panama; Ethiopia; Colombia,$39.00/8 ounces,93.0
9.0,9.0,9.0,Light,"Yunlin, Taiwan",NT $600/4 ounces,94.0
9.0,8.0,9.0,Medium-Light,"Cusco, Peru",NT $300/4 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Huila Department, Colombia",NT $350/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Yunlin, Taiwan",NT $800/4 ounces,95.0
9.0,9.0,9.0,Medium-Light,Panama; Ethiopia,$39.00/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Sidamo growing region, southern Ethiopia",NT $400/8 ounces,95.0
9.0,8.0,9.0,Light,"Yirgacheffe growing region, southern Ethiopia",NT $329/8 ounces,94.0
9.0,9.0,9.0,Light,"Santa Maria, Huila Department, Colombia",NT $559/8 ounces,94.0
8.0,9.0,8.0,Medium-Dark,Brazil; Colombia,$22.00/16 ounces,91.0
9.0,9.0,9.0,Medium-Light,Ethiopia; South America,$16.95/12 ounces,93.0
9.0,8.0,9.0,Light,Ethiopia; Colombia,NT $350/200 grams,93.0
9.0,8.0,9.0,Light,Colombia; Taiwan,NT $580/200 grams,93.0
9.0,9.0,9.0,Light,"Algeciras, Huila Department, Colombia",$32.00/12 ounces,95.0
9.0,8.0,9.0,Medium-Light,"Mbozi District, Tanzania",$17.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",$28.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Cerrado Mineiro, Minas Gerais, Brazil",$21.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Guji growing region, south-central Ethiopia",$24.00/8 ounces,95.0
9.0,9.0,9.0,Light,"Alajuela, Central Valley, Costa Rica",$30.00/12 ounces,95.0
9.0,9.0,10.0,Medium-Light,"San José de Minas, Pichincha Province, Ecuador",$32.00/8 ounces,96.0
9.0,9.0,9.0,Light,"Kirinyaga County, Kenya",NT $580/200 grams,93.0
9.0,9.0,9.0,Light,"Kirinyaga County, Kenya",NT $580/200 grams,93.0
9.0,9.0,9.0,Medium-Light,"Cajamarca Department, Peru",$22.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"San Martin Jilotepeque, Chimaltenango Department, Guatemala",$19.95/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Kona District, Hawai’i Island, Hawai’i",$44.00/10 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Ka’u growing region, Hawai’i Island, Hawai’i",$44.00/10 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Ka’u growing region, Hawai’i Island, Hawai’i",$42.00/10 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Bursa Village, Arbegona, Sidama growing region, southern Ethiopia",$23.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Sidamo growing region, southern Ethiopia",$20.00/ 12 ounces,95.0
9.0,8.0,9.0,Medium-Light,"Nariño Department, Colombia",$20.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Jaén, Cajamarca, Peru",$22.00/12 ounces,94.0
9.0,8.0,9.0,Light,"Xam Tai district, Houaphan province, Laos",$20.00/12 ounces,92.0
9.0,9.0,9.0,Light,"Saraguro, Loja, Ecuador",$29.00/8 ounces,95.0
9.0,9.0,9.0,Light,"Rustiro, Rwanda",$28.00/12 ounces,95.0
9.0,9.0,9.0,Light,"Huila Department, Colombia",$40.00/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Kaʻū growing region, Hawai’i Island, Hawai’i",$44.00/10 ounces,95.0
10.0,9.0,10.0,Light,"Kaʻū growing region, Hawai’i Island, Hawai’i",$39.00/10 ounces,97.0
9.0,9.0,9.0,Light,"Brunca growing region, Costa Rica",NT $480/8 ounces,93.0
9.0,9.0,9.0,Light,"Kirinyaga District, south-central Kenya",NT $480/8 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Nyeri County, Kenya",$25.00/12 ounces,95.0
9.0,9.0,9.0,Light,"Piendamó, Cauca Department, Colombia",$25.00/8 ounces,95.0
9.0,9.0,10.0,Light,"Trujillo, Valle Del Cauca, Cauca Department, Colombia",$29.00/8 ounces,96.0
9.0,9.0,9.0,Medium-Light,"Nyamasheke, Western Province, Rwanda",$21.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Guama Village, Kirinyaga County, Kenya",$21.00/12 ounces,95.0
9.0,9.0,9.0,Light,"Guji Zone, Oromia region, southern Ethiopia",NT $500/227 grams,94.0
9.0,8.0,9.0,Light,"Chelchele, Gedeb District, Gedeo Zone, Ethiopia",$28.00/250 grams,93.0
8.0,9.0,9.0,Medium-Light,Not disclosed,$20.00/12 ounces,91.0
8.0,9.0,9.0,Medium-Light,Colombia; El Salvador,$19.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,Indonesia; South America; Central America,$15.25/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Perez Zeldon, Brunca growing region, Costa Rica",$15.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Marcala growing region, La Paz Department, Honduras",$24.00/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Nyeri growing region, south-central Kenya",$19.50/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Los Santos, Tarrazú, Costa Rica",$22.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Boquete growing region, western Panama",$59.95/170 grams,94.0
9.0,9.0,9.0,Medium-Light,"Medellin, Colombia",$25.00/227 grams,94.0
9.0,9.0,9.0,Medium-Light,"Bani Ismail District, Sana'a, Yemen",NT $1200/227 grams,94.0
9.0,9.0,9.0,Light,"Embu County, Kenya",NT $1200/227 grams,95.0
9.0,9.0,9.0,Light,"Al Obrah, Hayma Dakhaliya, Sana'a, Yemen",$42.00/8 ounces,95.0
9.0,9.0,10.0,Medium-Light,"Saraguro, Loja, Ecuador",$38.00/8 ounces,96.0
8.0,7.0,8.0,Medium-Light,"Antigua Department, Guatemala",$24.00/16 ounces,87.0
9.0,8.0,9.0,Medium,Peru; Ethiopia; Indonesia,$19.00/12 ounces,92.0
8.0,7.0,8.0,,Not disclosed,$9.99/10 capsules,88.0
9.0,9.0,9.0,Light,"Cauca Department, Colombia",$18.00/12 ounces,94.0
9.0,9.0,10.0,Light,"Quindio Department, Colombia",$30.00/12 ounces,97.0
9.0,8.0,9.0,Medium-Light,Guatemala; Ethiopia; Colombia,NT $230/8 ounces,93.0
9.0,9.0,9.0,Medium-Light,Ethiopia; Guatemala,NT $260/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Acatenango, Chimaltenango, Guatemala",NT $420/4 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Acatenango, Chimaltenango, Guatemala",NT $420/4 ounces,94.0
9.0,9.0,9.0,Light,"Sabanilla de Alajuela growing region, Costa Rica",$24.00/8 ounces,95.0
9.0,9.0,10.0,Light,"Sidamo growing region, southern Ethiopia",NT $350/8 ounces,96.0
9.0,9.0,9.0,Medium-Light,Indonesia; Kenya; Colombia,$22.00/12 ounces,93.0
8.0,8.0,9.0,Medium-Light,"Antigua Department, Guatemala",NT $320/227 grams,91.0
8.0,9.0,9.0,Light,"Gedeb District, Gedeo Zone, southern Ethiopia",NT $380/227 grams,92.0
9.0,8.0,9.0,Light,Costa Rica; Colombia,NT $390/227 grams,92.0
9.0,8.0,9.0,Light,"Embu Country, Kenya",NT $390/227 grams,93.0
9.0,9.0,9.0,Medium-Light,"Tarrazu, Costa Rica",$22.00/12 ounces,93.0
9.0,8.0,9.0,Light,"Boquete growing region, western Panama",NT $800/227 grams,94.0
9.0,9.0,9.0,Medium-Light,"Agaro Duromina, Jimma Zone, Oromia State, Ethiopia",$22.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Santa Rosa Department, Guatemala",$30.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Nariño Department, Colombia",$21.00/12 ounces,93.0
9.0,9.0,9.0,Light,"Tarrazu, Costa Rica",$35.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Tarrazu, Costa Rica",$22.00/12 ounces,94.0
9.0,9.0,9.0,Light,"Kirinyaga District, south-central Kenya",$25.00/12 ounces,95.0
9.0,9.0,9.0,Medium-Light,"Llayla District, Satipo Province, Peru",$13.50/250 grams,94.0
9.0,9.0,9.0,Medium-Light,"Sochiapam, Oaxaca, Mexico",$21.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Nyamasheke District, Western Province, Rwanda",$20.00/12 ounces,93.0
9.0,9.0,9.0,Medium-Light,"Chachagüí, Nariño Department, Colombia",$21.00/12 ounces,93.0
8.0,9.0,9.0,Light,"Kirinyaga District, south-central Kenya",NT $399/8 ounces,93.0
9.0,9.0,9.0,Light,"Yirgacheffe growing region, south-central Ethiopia",NT $339/8 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Aceh Province, Sumatra, Indonesia",$23.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Guji Zone, Oromia Region, southern Ethiopia",$23.00/12 ounces,95.0
9.0,9.0,9.0,Light,"Caicendonia, Valle Del Cauca, Cauca Department, Colombia",$25.00/8 ounces,95.0
8.0,9.0,9.0,Light,"Alishan, Taiwan","NT $1,800/100 grams",92.0
9.0,9.0,9.0,Light,"Alishan, Taiwan","NT $2,700/100 grams",94.0
9.0,9.0,9.0,Light,"Huila Department, Colombia",NT $650/200 grams,95.0
6.0,6.0,6.0,Dark,Latin America,$9.99/12 ounces,78.0
6.0,7.0,7.0,Dark,"Sumatra, Indonesia",$9.99/12 ounces,82.0
8.0,7.0,8.0,Medium-Dark,Ethiopia,$19.95/16 ounces,87.0
7.0,8.0,8.0,Medium-Dark,"Sumatra, Indonesia",$19.95/16 ounces,87.0
8.0,8.0,8.0,Light,"Huila Department, Colombia",$21.00/12 ounces,89.0
8.0,8.0,8.0,,"Guji Zone, southern Ethiopia",$31.00/12 ounces,89.0
8.0,8.0,8.0,Medium-Light,"Yirgacheffe growing region, south-central Ethiopia",$18.00/12 ounces,90.0
8.0,8.0,9.0,Medium-Light,Ethiopia,$14.99/12 ounces,90.0
,9.0,9.0,Light,"Guji Zone, Oromia Region, southern Ethiopia",NT $420/8 ounces,93.0
