aroma,body,flavor,roast_level,origin,est_price,rating
9.0,8.0,9.0,Light,"Yirgacheffe growing region, southern Ethiopia.",$15.99/12 onces,94.0
8.0,7.0,8.0,Medium-Dark,"Northern Sumatra, Indonesia.",$9.49/10 ounces,88.0
9.0,8.0,8.0,Very Dark,South-central Kenya.,$16.49/24 K-Cups,89.0
8.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia.",$15.97/12 ounces,93.0
9.0,9.0,10.0,Medium,"Huehuetenango growing region, Guatemala.",$34.99/16 ounces,95.0
10.0,9.0,10.0,,"Trujillo, Valle del Cauca, Colombia.",$32.00/8 ounces,96.0
8.0,8.0,9.0,Medium,"Cerrado growing region, Minas Gerais State, Brazil.",$15.00/12 ounces,91.0
9.0,7.0,8.0,Dark,"Northern Sumatra, Indonesia",$16.95/16 ounces,88.0
8.0,7.0,7.0,Very Dark,"Oaxaca State, Mexico",$10.75/16 ounces,87.0
6.0,8.0,7.0,Very Dark,Not disclosed.,$9.49/12 ounces,85.0
7.0,8.0,6.0,Very Dark,Guatemala.,$10.99/12 ounces,84.0
6.0,7.0,5.0,Very Dark,Colombia,$13.50/12 ounces,79.0
6.0,8.0,6.0,Very Dark,Not disclosed.,$13.99/12 ounces,79.0
5.0,7.0,5.0,Medium,Not disclosed.,$10.99/12 ounces,77.0
5.0,7.0,4.0,Medium-Dark,Not disclosed.,$12.99/12 ounces,77.0
7.0,7.0,8.0,Very Dark,East Africa; Indonesia; the Americas.,$16.49/24 K-Cups,87.0
9.0,8.0,8.0,Medium-Dark,Colombia,$9.49/12 ounces,90.0
8.0,8.0,8.0,Medium-Light,"Kayanza Province, Burundi.",$13.90/12 ounces,90.0
10.0,8.0,8.0,Light,"Kintamani, Bali, Indonesia",$15.10/12 ounces,90.0
8.0,9.0,9.0,Medium-Light,"Nekempte Region, Ethiopia.",$23.95/16 ounces,92.0
9.0,8.0,8.0,Medium-Light,"Santa Barbara, Honduras.",$20.00/12 ounces,91.0
9.0,8.0,8.0,Medium,"Madrid Department, Nicaragua",CAD $15.00/16 ounces,90.0
8.0,8.0,9.0,Light,"Huehuetenango growing region, Guatemala.",$17.00/8 ounces,90.0
8.0,7.0,9.0,Medium-Light,"Santa Barbara, Honduras.",$9.99/8 ounces,90.0
8.0,8.0,8.0,Medium,"Ka'u growing district, southwestern corner of the ""Big Island"" of Hawaii.",$24.00/8 ounces,90.0
9.0,9.0,10.0,Medium,"East Africa and Java, Indonesia.",$9.49/12 ounces,95.0
8.0,8.0,8.0,Medium,Not disclosed.,$9.49/12 ounces,90.0
8.0,8.0,8.0,Medium,"Cajamarca growing region, Peru.",$19.49/12 ounces,88.0
9.0,8.0,8.0,Medium,"Kirinyaga East District, south-central Kenya.",$22.00/12 ounces,92.0
8.0,8.0,9.0,Medium-Light,"Lagulito, Dominican Republic",$15.95/16 ounces,92.0
9.0,8.0,9.0,Medium-Dark,"Risaralda Department, Colombia.",,90.0
9.0,8.0,9.0,Medium-Light,Southern Ethiopia,$22.00/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"Alto Quiel, Boquete, Panama.",$16.00/12 ounces,94.0
9.0,7.0,9.0,Medium,South-central Kenya.,$16.95/12 ounces,92.0
9.0,10.0,9.0,Medium-Light,"San Pedro Necta, Huehuetenango growing region, Guatemala.",$15.50/12 ounces,94.0
8.0,7.0,8.0,Medium-Dark,"Thiotte, Haiti.",CAD $19.95/12 ounces,88.0
5.0,6.0,3.0,Medium-Dark,Not disclosed.,$7.29/10 ounces,73.0
6.0,6.0,4.0,Very Dark,Not disclosed.,$7.49/11 ounces,71.0
8.0,9.0,8.0,Medium,"Quiche Department, Guatemala.",$12.95/12 ounces,91.0
8.0,8.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$13.95/12 ounces,92.0
9.0,8.0,9.0,Medium,"Harrar region of eastern Ethiopia; east Java, Indonesia.",$15.40/12 ounces,94.0
9.0,8.0,9.0,Medium-Dark,"Nyeri County, Kenya.",$13.95/12 ounces,92.0
9.0,9.0,10.0,Medium,"Nyeri, Kenya.",$22.00/16 ounces,97.0
9.0,9.0,9.0,Medium,"Tolima Department, central Colombia",$15.00/12 ounces,95.0
9.0,7.0,8.0,Medium-Dark,"Mogiana growing region, Sao Paulo State, south-central Brazil.",CAD $10.00/250 grams (8.8 oz.),91.0
8.0,8.0,9.0,Medium,Colombia; El Salvador; Panama.,$16.00/8 ounces,90.0
8.0,9.0,10.0,Medium,Not disclosed.,$14.99/16 ounces,96.0
10.0,8.0,10.0,Medium,"Huehuetenango growing region, northwestern Guatemala.",$25.00/8 ounces,96.0
10.0,9.0,10.0,Medium,"Chiriqui Province, Panama",NT $2600/8 ounces,95.0
9.0,8.0,9.0,Medium,"Antigua growing region, Guatemala.",$14.50/12 ounces,93.0
8.0,9.0,9.0,Medium,"Madrid Department, Nicaragua",$15.00/16 ounces,93.0
8.0,9.0,9.0,Light,"Santa Ana Department, El Salvador.",$14.99/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Boquete growing region, western Panama",$17.00/16 ounces,92.0
10.0,9.0,9.0,Medium-Light,"Alto Quiel, Boquete, Panama.",$14.00/12 ounces,94.0
9.0,7.0,8.0,Medium-Dark,Indonesia and Central America,$15.99/16 ounces,90.0
9.0,8.0,8.0,Medium,"Huehuetenango growing region, Guatemala.e",$14.00/12 ounces,90.0
8.0,8.0,9.0,Medium-Light,"Libano, Tolima Department, Colombia.",$18.00/12 ounces,91.0
8.0,8.0,9.0,Medium,"Kochere District, southern Ethiopia.",$14.00/12 ounces,93.0
8.0,9.0,9.0,Medium-Light,"Chalatenango, El Salvador",$14.00/12 ounces,94.0
9.0,9.0,9.0,Medium-Light,"Alto Quiel, Boquete, Panama.",$14.00/12 ounces,95.0
8.0,8.0,8.0,Medium,Not disclosed.,$54.00/1 Kilogram,89.0
8.0,8.0,8.0,Medium,"Alotenango, Guatemala.",$12.95/12 ounces,90.0
8.0,9.0,9.0,Medium,Not disclosed.,$12.95/12 ounces,93.0
8.0,8.0,7.0,Very Dark,Not disclosed.,$7.99/12 ounces,86.0
8.0,7.0,7.0,Very Dark,Not disclosed.,$7.99/12 ounces,85.0
6.0,7.0,8.0,Very Dark,Not disclosed.,$15.99/8.8 ounces,85.0
7.0,7.0,7.0,Very Dark,Not disclosed.,$6.49/11 ounces,84.0
8.0,6.0,6.0,Very Dark,East Africa.,$7.99/12 ounces,83.0
9.0,8.0,9.0,Medium-Light,"Sidama growing region, southern Ethiopia.",$14.90/12 ounces,92.0
8.0,9.0,8.0,Medium-Light,"Quiche Department, Guatemala.",$12.95/12 ounces,91.0
8.0,8.0,9.0,Medium-Light,"Central Valley, Costa Rica.",$16.75/12 ounces,91.0
9.0,8.0,9.0,Medium,"Sidama (also Sidamo) growing region, southern Ethiopia.",$14.90/12 ounces,91.0
9.0,9.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$15.93/12 ounces,91.0
8.0,9.0,8.0,Medium-Light,"Coatepeque, El Salvador",$12.35/12 ounce,90.0
7.0,8.0,8.0,Medium-Dark,"Yirgacheffe growing region, southern Ethiopia.",CAD $12.99/400 grams,89.0
8.0,8.0,8.0,Medium,"Kintamani, Bali, Indonesia",$12.85/12 ounces,89.0
,,,Medium-Light,"Santa Rosa Department, Guatemala.",$14.18/12 ounces,89.0
8.0,8.0,9.0,Medium-Light,"Northern Sumatra, Indonesia",$13.75/12 ounces,91.0
9.0,8.0,9.0,Medium-Light,"Sidama growing region, Ethiopia.",$12.50/12 ounces,94.0
9.0,9.0,10.0,Medium,"Rwafura Region, central Kenya.",$20.00/12 ounces,95.0
8.0,8.0,8.0,Medium-Dark,Costa Rica,$10.95/12 ounces,89.0
8.0,8.0,8.0,Medium-Dark,"Tarrazu growing region, Costa Rica.",$10.95/12 ounces,89.0
8.0,9.0,8.0,Medium-Dark,"Mae Suay, Chiang Rai, northern Thailand",THB $200/250 grams,90.0
8.0,9.0,9.0,Medium-Dark,"Ethiopia; Guatemala; Brazil; Burundi; Sumatra, Indonesia.",THB $600/250 grams,92.0
9.0,8.0,10.0,Medium-Light,"Nyeri County, Central Highlands, Kenya.",$22.95/12 ounces,94.0
9.0,8.0,10.0,Medium,"Kirinyaga District, Central Highlands, Kenya.",$17.00/16 ounces,94.0
9.0,8.0,9.0,Medium-Light,"Nyeri County, Central Highlands, Kenya.",$16.25/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Nyeri County, Central Highlands, Kenya.",$21.00/12 ounces,93.0
8.0,9.0,9.0,Medium,"Thika growing region, central Kenya.",$15.75/12 ounces,93.0
9.0,8.0,9.0,Medium-Light,"Nyeri County, Central Highlands, Kenya.",$22.75/12 ounces,92.0
8.0,8.0,9.0,Medium,"Nyeri County, Central Highlands, Kenya.",$24.99/16 ounces,92.0
8.0,9.0,9.0,Medium,"Nyeri County, Central Highlands, Kenya.",$21.95/16 ounces,92.0
9.0,9.0,9.0,Medium,"Thika growing region, central Kenya.",$15.50/8 ounces,92.0
8.0,9.0,9.0,Light,"Nyeri County, Central Highlands, Kenya.",$20.00/12 ounces,92.0
8.0,8.0,9.0,Medium-Light,"Nyeri County, Central Highlands, Kenya.",$15.75/12 ounces,92.0
9.0,8.0,8.0,Medium-Light,"Sidama growing region, southern Ethiopia.",NT $600/16 ounces,89.0
8.0,8.0,8.0,Medium,Southern Honduras.,$15.90/12 ounces,90.0
8.0,9.0,8.0,Medium-Dark,"Santa Rosa Department, Guatemala.",$16.98/16 ounces,92.0
9.0,9.0,8.0,Medium-Dark,"Limmu Kossa District, Jimma Zone, Oromia State, Ethiopia",$13.95/12 ounces,93.0
9.0,7.0,8.0,Medium,"Santa Barbara Department, Honduras.",$15.90/12 ounces,90.0
9.0,9.0,9.0,Medium-Dark,Not disclosed.,$12.95/12 ounces,95.0
8.0,9.0,9.0,Medium,"Central Valley, Costa Rica.",$18.62/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"San Agustín growing region, Huila Department, southern Colombia",$64.95/10 ounces,93.0
8.0,8.0,9.0,Medium-Dark,"El Salvador; northern Sumatra, Indonesia.",$15.99/16 ounces,92.0
8.0,8.0,9.0,Medium,Indonesia and Costa Rica.,$12.90/12 ounces,92.0
9.0,8.0,10.0,Medium,"Aceh Province, northern Sumatra, Indonesia.",$15.75/12 ounces,94.0
8.0,9.0,9.0,Medium,Indonesia and Costa Rica.,$12.90/12 ounces,92.0
9.0,8.0,8.0,Light,Northwest El Salvador.,$13.95/12 ounces,90.0
8.0,9.0,9.0,Medium-Light,Northwest El Salvador.,$13.95/12 ounces,92.0
8.0,8.0,9.0,Medium,Central and South America.,$13.50/12 ounces,91.0
9.0,8.0,8.0,Medium-Light,"Alotenango, Guatemala.",$12.95/12 ounces,92.0
9.0,9.0,9.0,Medium,Northwestern El Salvador,$13.95/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,Northwestern El Salvador,$13.95/12 ounces,93.0
8.0,9.0,10.0,Medium-Dark,South-central Kenya.,$13.95/12 ounces,94.0
8.0,7.0,7.0,Medium,Central and South America.,$13.00/12 ounces,87.0
8.0,9.0,8.0,Medium,"Veracruz, Mexico",$19.49/12 ounces,90.0
8.0,8.0,9.0,Medium-Light,"Central Province, Kenya.",$22.95/12 ounces,92.0
9.0,9.0,8.0,Medium,"Central Province, Kenya.",$22.00/12 ounces,92.0
,,,Medium-Light,"Central Province, Kenya.",$22.95/12 ounces,93.0
8.0,8.0,8.0,Medium,"Asseri, Tarrazu, Costa Rica",$12.90/12 ounces,90.0
9.0,8.0,8.0,Medium-Light,"Tarrazu growing region, central Costa Rica.",$12.85/12 ounces,92.0
9.0,9.0,10.0,Medium-Light,"Naranjo, Costa Rica.",$14.90/12 ounces,95.0
8.0,8.0,8.0,Medium,"Nyeri region, central Kenya.",$20.00/12 ounces,90.0
8.0,9.0,9.0,Medium,"Matagalpa and Jinotega growing regions, Nicaragua",$16.00/16 ounces,94.0
8.0,8.0,9.0,Medium-Light,"Jinotega, Nicaragua",$10.99/12 ounces,93.0
10.0,8.0,9.0,Medium,"Jinotega, Nicaragua",$17.25/16 ounces,93.0
9.0,8.0,8.0,Light,"Las Sabanas, Nicaragua",$12.75/12 ounces,91.0
8.0,9.0,8.0,Medium-Light,"Nueva Segovia growing region, Nicaragua.",$16.00/12 ounces,90.0
9.0,8.0,8.0,Medium-Light,"Matagalpa, Nicaragua",CAD $15.90/12 ounces,90.0
8.0,8.0,8.0,Medium,"Jinotega, Nicaragua",$13.00/12 ounces,89.0
8.0,8.0,8.0,Medium-Dark,Nicaragua.,,89.0
8.0,8.0,8.0,Medium-Light,"Amaro region, southern Ethiopia.",$17.00/12 ounces,91.0
7.0,8.0,8.0,Light,"Santa Ana Department, El Salvador.",$13.99/12 ounces,89.0
8.0,7.0,8.0,Medium-Dark,"Yirgacheffe growing region, southern Ethiopia.",$12.94/12 ounces,89.0
8.0,8.0,8.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$12.95/12 ounces,89.0
8.0,8.0,8.0,Medium-Light,"Octopeque Province, Honduras.",$10.99/12 ounces,89.0
7.0,8.0,8.0,Medium-Dark,Northern Thailand.,$10.00/16 ounces,88.0
7.0,8.0,8.0,Medium,"El Quiche Department, south central Guatemala",$57.00/5 pounds,88.0
8.0,7.0,8.0,Dark,Sumatra.,$9.49/12 ounces,88.0
7.0,8.0,8.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$9.49/10 ounces,88.0
8.0,8.0,8.0,Very Dark,South-central Kenya.,$13.45/16 ounces,88.0
9.0,7.0,8.0,Medium-Dark,Colombia.,$11.25/16 ounces,88.0
9.0,8.0,8.0,Medium-Light,"Chiapas State, southeastern Mexico",$16.95/12 ounces,91.0
8.0,8.0,9.0,Medium-Light,"Gakenke growing region, Rwanda.",$12.75/12 ounces,91.0
8.0,8.0,9.0,Medium,"El Quiche Department, south central Guatemala",$12.00/250 grams (8.8 oz.),92.0
9.0,8.0,8.0,Medium,"Huehuetenango growing region, Guatemala.",$14.99/16 ounces,92.0
9.0,8.0,8.0,Medium,"Mathira West District, Central Kenya.",$19.95/12 ounces,92.0
9.0,9.0,9.0,Medium-Light,"El Quiche Department, south central Guatemala",$12.00/250 grams (8.8 oz.),95.0
8.0,7.0,9.0,Medium,South-central Kenya.,CAD $16.40/16 ounces,90.0
8.0,8.0,8.0,Medium-Dark,Not disclosed.,CAD $44.07/1 kg. (2.2 lbs.),90.0
9.0,8.0,8.0,Medium,South-central Kenya.,CAD $14.49/16 ounces,90.0
8.0,8.0,8.0,Medium,Burundi,CAD $16.40/16 ounces,90.0
8.0,7.0,8.0,Medium,Southern Ethiopia,CAD $14.05/12 ounces,90.0
7.0,8.0,8.0,Medium,Northern Thailand,CAD $15.99/16 ounces,89.0
8.0,8.0,8.0,Medium-Dark,"Minas Gerais State, Brazil.",CAD $11.95/12 ounces,89.0
8.0,8.0,8.0,Medium-Dark,"Northern Sumatra, Indonesia",CAD $11.49/12 ounces,89.0
8.0,8.0,8.0,Medium,"La Paz Department, Bolivia",CAD $17.50/12 ounces,89.0
8.0,8.0,8.0,Medium,Nicaragua.,CAD $14.00/16 ounces,89.0
8.0,8.0,8.0,Medium-Light,"Quiche Department, Guatemala.",$12.00/250 grams (8.8 oz.),90.0
9.0,8.0,9.0,Medium,"Kiambu District, Kenya.",$15.00/250 grams (8.8 oz),94.0
8.0,8.0,8.0,Light,"Ahauchapan Department, El Salvador.",$14.50/12 ounces,90.0
9.0,8.0,8.0,Medium-Light,"Antigua growing region, Guatemala.",$13.99/12 ounces,91.0
8.0,8.0,9.0,Medium,"Huehuetenango growing region, Guatemala.",$14.95/12 ounces,91.0
8.0,9.0,9.0,Medium-Light,South-central Kenya.,$21.00/12 ounces,95.0
9.0,8.0,8.0,Medium,Taiwan,NT$1500/16 ounces,91.0
8.0,8.0,8.0,Medium,"Nayarit, Mexico.",$14.00/16 ounces,90.0
8.0,7.0,8.0,Medium,"Chirinos, Peru.",$18.00/16 ounces,90.0
8.0,8.0,8.0,Medium,"Kayanza Province, Burundi.",$10.99/12 ounces,90.0
9.0,8.0,9.0,Medium,"Aceh growing region, northwestern Sumatra, Indonesia.",$13.95/12 ounces,93.0
8.0,8.0,8.0,Medium-Light,"Aceh Province, northern Sumatra, Indonesia.",CAD $13.35/12 ounces,90.0
8.0,7.0,9.0,Medium-Light,"Huila Department, Colombia",$18.95/12 ounces,91.0
8.0,8.0,9.0,Medium,"Kayanza Province, Burundi.",CAD $15.20/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Sidama growing region, southern Ethiopia.",$13.00/250 grams (8.8 oz.),92.0
8.0,8.0,9.0,Medium-Light,"Huila Department, Colombia",$14.50/12 ounces,91.0
9.0,8.0,9.0,Medium,"Northern Sumatra, Indonesia",$13.50/12 ounces,93.0
8.0,8.0,8.0,Medium-Light,"Huehuetenango growing region, Guatemala.",$12.50/12 ounces,90.0
8.0,8.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$13.99/12 ounces,92.0
9.0,8.0,9.0,Medium-Light,"Cauca Department, southern Colombia.",$19.00/8 ounces,95.0
8.0,7.0,8.0,Medium-Dark,Guatemala.,$25.00/500 grams (17.6 oz.),90.0
9.0,9.0,9.0,Medium-Light,"Not disclosed, presumably East and-or Central Africa",NT$600/8 ounces,93.0
8.0,8.0,10.0,Medium-Light,"Huila Department, Colombia",$13.00/250 grams (8.8 oz.),95.0
8.0,8.0,8.0,Medium,Rwanda,$13.95/12 ounces,89.0
8.0,8.0,8.0,Medium,"Chiriqui Province, Panama.",$16.00/12 ounces,89.0
8.0,8.0,8.0,Medium,"Mt. Kilimanjaro region, northern Tanzania.",$11.25/12 ounces,90.0
9.0,8.0,8.0,Medium-Dark,"Northern Sumatra, Indonesia",$15.75/16 ounces,91.0
8.0,8.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$15.75/16 ounces,91.0
8.0,8.0,9.0,Medium-Dark,Not disclosed.,$15.25/16 ounces,92.0
8.0,8.0,9.0,Medium-Light,"La Paz Department, Bolivia",$15.50/12 ounces,92.0
8.0,8.0,9.0,Medium-Light,"Huila Department, Colombia",CAD $35.00/12 ounces,92.0
8.0,8.0,9.0,Medium,Northern Burundi,$15.50/12 ounces,92.0
9.0,8.0,8.0,Medium,Panama; Ethiopia.,CAD $17.00/16 ounces,92.0
9.0,8.0,10.0,Medium,"Kirinyaga region, south-central Kenya",$18.50/12 ounces,94.0
8.0,8.0,10.0,Medium,"Chimaltenango Department, Guatemala.",$16.95/12 ounces,95.0
9.0,8.0,9.0,Medium-Dark,Nicaragua.,CAD $13.00/16 ounces (454 grams),94.0
9.0,8.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$16.00/12 ounces,94.0
8.0,9.0,9.0,Medium-Dark,"Caranavi growing region, Bolivia.",$9.50/8 ounces (227 grams),94.0
8.0,8.0,9.0,Medium,"Kayanza Province, Burundi.",$15.75/12 ounces,93.0
7.0,8.0,9.0,Very Dark,Colombia,$15.45/24 K-Cups,89.0
8.0,8.0,9.0,Very Dark,East Africa; South America; Central America,$5.50/10 capsules,89.0
8.0,7.0,8.0,Very Dark,Not disclosed.,$15.45/24 K-Cups,89.0
7.0,8.0,8.0,Very Dark,Colombia,$8.50/16 pods,88.0
8.0,8.0,8.0,Very Dark,India,$6.20/10 capsules,87.0
8.0,8.0,8.0,Very Dark,Not disclosed.,$10.49/12 T Discs,87.0
7.0,7.0,6.0,Very Dark,Not disclosed.,$31.99/108 pods,85.0
7.0,7.0,7.0,Very Dark,Central America; South America.,$5.50/10 capsules,85.0
7.0,7.0,7.0,Very Dark,Not disclosed.,$15.45/24 K-Cups,85.0
7.0,7.0,7.0,Very Dark,Not disclosed.,$7.99/16 pods,85.0
7.0,7.0,7.0,Very Dark,Not disclosed.,$15.45/24 K-Cups,84.0
7.0,8.0,5.0,Very Dark,Not disclosed.,CAD $9.95/16 pods,83.0
7.0,7.0,6.0,Very Dark,"Sumatra, Indonesia; other undisclosed origins",$31.99/96 pods,83.0
6.0,6.0,5.0,Very Dark,Not disclosed.,$7.99/16 pods,79.0
6.0,6.0,4.0,Very Dark,Colombia,$21.99/ 64 pods,76.0
9.0,8.0,9.0,Medium-Dark,Burundi,$13.99/12 ounces,92.0
8.0,8.0,8.0,Medium-Light,Costa Rica.,$16.25/16 ounces,90.0
9.0,7.0,9.0,Medium,"Sidama growing region, southern Ethiopia.",$16.00/12 ounces,91.0
9.0,8.0,9.0,Light,"Kainantu district, Eastern Highlands Province, Papua New Guinea.",$12.95/12 ounces,93.0
8.0,8.0,9.0,Medium-Light,"Waghi Valley, Western Highlands, Papua New Guinea.",$11.95/12 ounces,92.0
10.0,8.0,10.0,Medium-Light,"Holualoa, North Kona growing district, Hawaii.",$39.95/16 ounces,94.0
8.0,8.0,9.0,Medium,"La Paz Department, Bolivia.",$18.00/12 ounces,92.0
9.0,8.0,9.0,Medium,"La Paz Department, Bolivia.",$13.75/12 ounces,93.0
9.0,7.0,9.0,Medium-Dark,Not disclosed.,NT$400/8 ounces,91.0
8.0,8.0,8.0,Medium,"Northern Province, Rwanda.",$15.50/12 ounces,90.0
9.0,8.0,9.0,Medium,"Minas Gerais State, Brazil.",$13.50/12 ounces,93.0
9.0,8.0,9.0,Medium,"Southern Province, Rwanda.",Price: $23.25/12 ounces,92.0
8.0,8.0,9.0,Medium,"El Paraiso Department, Honduras.",$19.25/12 ounces,91.0
8.0,8.0,9.0,Medium,"Kona growing region, ""Big Island"" of Hawaii.",$17.95/12 ounces,91.0
9.0,8.0,8.0,Medium-Light,"Loja Province, Ecuador",$13.75/12 ounces,90.0
8.0,8.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$23.00/500 grams (17.6 oz.),92.0
8.0,8.0,9.0,Medium,El Salvador,$14.95/12 ounces,92.0
7.0,6.0,8.0,,"Not specified, but most likely Ethiopia and either Java or Sumatra, Indonesia. All coffee of the Arabica species.",$5.65/16 oz. liquid concentrate,85.0
5.0,7.0,6.0,,Colombia. All coffee of the Arabica species.,$4.19/1.4 oz. instant,78.0
5.0,7.0,5.0,,Colombia. All coffee of the Arabica species.,$7.99/0.94 oz. instant,77.0
5.0,6.0,3.0,,Not disclosed. Contains coffee of the Robusta species.,$9.45/8 oz. instant,73.0
4.0,7.0,4.0,,Colombia. All coffee of the Arabica species.,$2.99/3.5 ounces instant,73.0
4.0,7.0,3.0,,Colombia. All coffee of the Arabica species.,$8.27/8 ounces instant,72.0
4.0,7.0,3.0,,Not disclosed. Contains coffee of the Robusta species.,$7.79/8 oz. instant,69.0
2.0,6.0,4.0,,Not disclosed. Composed entirely of coffees of the Arabica species.,$7.99/0.93 oz. instant,68.0
3.0,7.0,3.0,,Not disclosed.,$9.69/7 oz. instant,67.0
2.0,7.0,2.0,,Not disclosed. Contains coffee of the Robusta species.,$9.45/8 oz. instant,66.0
3.0,6.0,,,Not disclosed. Almost certainly contains coffee of the Robusta species.,$3.79/2 oz. instant,63.0
4.0,6.0,,,Not disclosed. Contains coffee of the Robusta species.,$5.29/4 oz. instant,52.0
8.0,9.0,9.0,Medium-Dark,Brazil; India,,92.0
8.0,7.0,8.0,Medium-Dark,Brazil; Ethiopia.,,90.0
8.0,8.0,8.0,Medium-Dark,Brazil; India.,,91.0
8.0,8.0,9.0,Medium-Dark,"Alta Mogiana growing region, Brazil.",$6.00/8 ounces,90.0
9.0,8.0,8.0,Medium-Dark,"Ethiopia; Sumatra, Indonesia",$12.00/12 ounces,90.0
8.0,8.0,8.0,Medium-Dark,Ethiopia,CAD $11.99/12 ounces,89.0
8.0,8.0,8.0,Medium,Not disclosed.,$10.75/12 ouncues,88.0
8.0,8.0,8.0,Medium-Dark,Dominican Republic,$16.95/16 ounces,88.0
8.0,7.0,8.0,Very Dark,Not disclosed.,$14.95/16 ounces,88.0
8.0,8.0,8.0,Medium-Dark,"Fazenda Cachoeira da Grama, Mogiana Region, Minas Gerais State.",$10.00/12 ounces,88.0
8.0,8.0,7.0,Medium-Dark,"Antioquia Department, central northwest Colombia",$14.45/16 ounces,87.0
8.0,7.0,8.0,Medium-Dark,"Antigua valley, Guatemala.",$13.25/16 ounces,88.0
8.0,8.0,9.0,Medium-Light,"Tres Rios growing region, Costa Rica",$11.95/12 ounces,90.0
8.0,8.0,9.0,Medium-Dark,"Boquete growing region, western Panama",$11.03/12 ounces,91.0
8.0,8.0,9.0,Medium,Rwanda,CAD $39.20/32 ounces,91.0
9.0,8.0,9.0,Medium-Dark,"Yirgacheffe growing region, southern Ethiopia.",$14.00/16 ounces,92.0
9.0,8.0,9.0,Medium,Not disclosed.,$8.49/12 ounces,91.0
7.0,8.0,8.0,Medium,Northern Thailand,CAD $15.99/16 ounces,89.0
8.0,7.0,8.0,Very Dark,Panama; Brazil.,$9.99/12 ounces,87.0
8.0,8.0,9.0,Medium,Dominican Republic,$18.95/12 ounces,91.0
9.0,8.0,8.0,Medium-Light,Not disclosed.,$15.78/16 ounces,91.0
8.0,8.0,9.0,Medium,South-central Kenya.,$17.50/12 ounces,91.0
8.0,8.0,9.0,Medium,"San Miguel Department, El Salvador.",$23.38/12 ounces,91.0
8.0,8.0,9.0,Medium,"Tarrazu growing region, central Costa Rica.",$16.00/12 ounces,91.0
8.0,8.0,9.0,Medium,"Southern Province, Rwanda.",$24.88/12 ounces,92.0
9.0,7.0,9.0,Medium,South-central Kenya.,$18.64/12 ounces,92.0
9.0,8.0,9.0,Medium,South-central Kenya.,$19.00/12 ounces.,95.0
8.0,8.0,9.0,Medium,"Huila Department, Colombia",$15.00/16 ounces,92.0
9.0,7.0,9.0,Medium,"Sidama growing region, southern Ethiopia.",$14.75/12 ounces,92.0
8.0,9.0,9.0,Medium-Light,Not disclosed.,NT$600/8 ounces,94.0
8.0,8.0,8.0,Medium,"Kona growing region, ""Big Island"" of Hawaii.",$27.00/16 ounces,89.0
8.0,8.0,9.0,Medium-Light,"Huila Department, Colombia",$10.50/250 grams (8.8 oz.),91.0
8.0,7.0,9.0,Medium,"Huila Department, Colombia",$20.00/500 grams (17.6 oz.),91.0
8.0,8.0,9.0,Medium,"Huila Department, Colombia",$20.00/500 grams (17.6 oz.),92.0
8.0,8.0,9.0,Medium-Light,"Huila Department, Colombia",$10.50/250 grams (8.8 oz.),92.0
9.0,7.0,8.0,Very Dark,Not disclosed.,$13.99/16 ounces,90.0
7.0,9.0,8.0,Medium,"Toraja growing region, southwestern Sulawesi, Indonesia",$15.75/12 ounces,90.0
8.0,9.0,8.0,Medium,Guatemala; Brazil; Ethiopia,CAD $35.25/32 ounces,92.0
9.0,9.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$15.95/12 ounces,95.0
9.0,8.0,10.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$11.95/12 ounces,93.0
9.0,8.0,8.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$13.50/12 ounces,92.0
9.0,8.0,9.0,Medium,"Sidama growing region, southern Ethiopia.",$14.75/12 ounces,92.0
9.0,8.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$11.99/12 ounces,91.0
8.0,8.0,9.0,Medium-Light,"Yirgacheffe growing region, southern Ethiopia.",$8.90/12 ounces,91.0
8.0,8.0,8.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$8.49/10 ounces,90.0
8.0,8.0,8.0,Medium-Dark,Southern Ethiopia,$12.75/12 ounces,90.0
8.0,8.0,8.0,Medium,"Sidama growing region, southern Ethiopia.",$10.95/12 ounces,90.0
8.0,8.0,9.0,Medium,"Yirgacheffe growing region, southern Ethiopia.",$13.00/16 ounces,90.0
